房源编号 城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼层 电梯 车位 用水 用电 燃气 供暖
SH2248705118822744064 上海 闵行 浦江 水语人家南苑 18 合租 南 1000元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 6 12层 有 NULL 民水 民电 有 NULL 
SH2304397957887705088 上海 杨浦 黄兴公园 控江二村107弄小区 29 整租 北 3400元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2313805387906170880 上海 徐汇 漕河泾 华悦家园 20 合租 南 2900元/月 (季付价) 3室 1厅 2卫 随时入住 1~3年 随时可 19 34层 有 租用车位 民水 民电 有 NULL 
SH2306419206432243712 上海 徐汇 华东理工 梅苑 79 整租 南 4700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2308492253070901248 上海 闵行 浦江 浦江世博家园十五街坊 26 整租 东/东南/南/西南/西 1630元/月 (月付价) 1室 1厅 1卫 随时入住 6个月以上 随时可 6 11层 有 NULL 民水 民电 无 NULL 
SH2289786457772539904 上海 普陀 长寿路 长乐大厦(普陀) 40 整租 南 4150元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 27层 有 NULL 民水 民电 有 自采暖 
SH2305805433946259456 上海 嘉定 嘉定老城 梅园新村(嘉定) 36 整租 南 1900元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
SH2271681596279504896 上海 长宁 中山公园 长宁支路326弄 32 整租 南 3800元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 高楼层 4层 无 NULL 民水 民电 有 自采暖 
SH2282499964879765504 上海 嘉定 嘉定新城 新城金郡 18 合租 南 1300元/月 (月付价) 4室 1厅 1卫 随时入住 1年以上 随时可 2 17层 NULL NULL NULL NULL NULL NULL 
SH2265857903766544384 上海 黄浦 世博滨江 中辉新苑 10 合租 南 2700元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 5 18层 无 NULL 民水 民电 无 NULL 
SH2259174178521890816 上海 嘉定 嘉定新城 新城金郡 58 整租 南 1500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 17层 有 NULL 商水 商电 无 NULL 
SH2307875918804426752 上海 浦东 金桥 东五小区(浦东) 62 整租 南 3800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314712283588608000 上海 浦东 三林 恒大翰城瀚林苑 6 合租 东 1930元/月 (季付价) 5室 1厅 2卫 随时入住 1年 随时可 6 6层 无 NULL 民水 民电 有 NULL 
SH2295662806793723904 上海 闸北 不夜城 共和大厦(公寓) 25 整租 南 2750元/月 (月付价) 1室 0厅 1卫 随时入住 6~12个月 随时可 5 24层 有 NULL 民水 民电 有 NULL 
SH2304304087577141248 上海 虹口 北外滩 丹徒路340弄 41 整租 南 4000元/月 NULL 2室 0厅 1卫 随时入住 NULL 一般下班后可 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2254879659034411008 上海 普陀 武宁 曹杨路280弄 60 整租 西 4500元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 7层 无 NULL 民水 民电 无 NULL 
SH2309165762604179456 上海 杨浦 中原 市光四村 60 整租 南/北 3200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 有 NULL 民水 民电 无 NULL 
SH2312314747581628416 上海 浦东 张江 玉兰香苑(一期) 18 合租 南 1980元/月 (月付价) 3室 1厅 1卫 随时入住 1年以上 随时可 4 6层 NULL NULL NULL NULL NULL NULL 
SH2286682606081163264 上海 虹口 江湾镇 江杨家园 23 整租 南 2900元/月 (月付价) 1室 0厅 1卫 随时入住 1年 随时可 5 12层 有 租用车位 民水 民电 无 自采暖 
SH2270334934466445312 上海 徐汇 徐家汇 乐山八九村 31 整租 西南 4600元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2285356614343204864 上海 浦东 川沙 金湾佳园 85 整租 南 2400元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2307631581730447360 上海 闸北 彭浦 三泉家园 15 合租 南 2000元/月 (月付价) 3室 1厅 1卫 随时入住 1~3个月 随时可 4 6层 无 NULL 民水 民电 无 自采暖 
SH2203354293635907584 上海 嘉定 嘉定老城 六一小区 29 整租 南 1600元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305061329024851968 上海 虹口 曲阳 玉田新村 34 整租 南 3000元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 低楼层 7层 有 NULL 民水 民电 无 NULL 
SH2238296221003554816 上海 徐汇 衡山路 吴兴路24弄 20 整租 南 5000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 3层 无 NULL 民水 民电 无 NULL 
SH2306447250487771136 上海 徐汇 龙华 龙呈家园 52 整租 南 4800元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2307673400778162176 上海 浦东 金桥 东陆新村六街坊 65 整租 南 3800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2294955293450715136 上海 松江 新桥 海派青城 44 整租 南 2100元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 低楼层 14层 有 NULL 民水 民电 有 NULL 
SH2308449939069878272 上海 闸北 大宁 上海滩大宁城 12 合租 南 2900元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 14 18层 NULL NULL NULL NULL NULL NULL 
SH2293399946121969664 上海 杨浦 五角场 铁路新村(杨浦) 37 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2311381423095029760 上海 浦东 川沙 界龙花苑 59 整租 南 3300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 有 NULL 
SH2306454308620599296 上海 长宁 中山公园 富都花园 8 合租 南 2700元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 6 26层 有 租用车位 民水 民电 有 NULL 
SH2310681056157900800 上海 闸北 彭浦 共康四村 26 整租 南 2200元/月 (月付价) 1室 1厅 1卫 随时入住 1~12个月 随时可 2 9层 无 租用车位 商水 商电 无 自采暖 
SH2313473091377823744 上海 浦东 北蔡 聚龙家园 51 整租 南 3500元/月 NULL 1室 1厅 1卫 2019-08-15 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2313681249367236608 上海 徐汇 田林 徐汇世家花园 65 整租 南 7000元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 中楼层 35层 有 NULL 民水 民电 有 自采暖 
SH2314537497108938752 上海 徐汇 康健 寿昌坊 38 整租 南 4000元/月 NULL 1室 1厅 1卫 2019-08-14 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2311566532418732032 上海 徐汇 田林 仪表新村 64 整租 南 6200元/月 NULL 2室 1厅 1卫 2019-08-05 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2133925284058243072 上海 浦东 万祥镇 凯德新视界(二期) 119 整租 南 1800元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 无 NULL 民水 民电 无 NULL 
SH2299774899323420672 上海 普陀 中远两湾城 中远两湾城 10 合租 南 2200元/月 (月付价) 2室 1厅 1卫 随时入住 1年以上 随时可 10 34层 有 NULL 民水 民电 无 NULL 
SH2246814775512408064 上海 浦东 惠南 布鲁斯小镇(绿地·皇家官邸) 171 整租 南/北 2200元/月 NULL 3室 2厅 2卫 随时入住 NULL 需提前预约 中楼层 18层 有 NULL 民水 民电 无 NULL 
SH2301479278593703936 上海 青浦 华新 徐泾北城馨浦苑 10 合租 北 1200元/月 (季付价) 4室 1厅 2卫 随时入住 6~12个月 随时可 1 18层 NULL NULL NULL NULL NULL NULL 
SH2063695734208995328 上海 浦东 惠南 远洋万和四季 98 整租 南 1700元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 17层 无 NULL 民水 民电 有 自采暖 
SH2312929888216023040 上海 静安 江宁路 三乐新村 50 整租 北 6800元/月 (双月付价) 1室 1厅 1卫 随时入住 1~3年 随时可 2 6层 无 租用车位 民水 民电 有 自采暖 
SH2303333248388317184 上海 青浦 赵巷 崧泽华城佳福雅苑 75 整租 南 2300元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 17层 有 NULL 民水 民电 有 NULL 
SH2310140587003101184 上海 杨浦 黄兴公园 长白三村 29 整租 北 3300元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2314431149365002240 上海 闵行 浦江 闵浦新苑二村 20 合租 西南 1500元/月 (双月付价) 3室 1厅 2卫 随时入住 3~12个月 随时可 2 19层 无 租用车位 民水 民电 无 自采暖 
SH2210672144520577024 上海 虹口 曲阳 大二小区 33 整租 南 3700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2315230738586271744 上海 闵行 莘庄 莘城公寓 18 合租 南 1800元/月 (月付价) 4室 1厅 2卫 随时入住 1~12个月 随时可 4 6层 无 租用车位 民水 民电 无 自采暖 
SH2254797274968227840 上海 松江 泗泾 塘和家园桂花锦苑 77 整租 南 2000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 18层 有 NULL 民水 民电 无 NULL 
SH2299354409601073152 上海 浦东 张江 玉兰香苑(四期) 23 合租 西北 1900元/月 (月付价) 3室 1厅 3卫 随时入住 1年 随时可 6 14层 NULL NULL NULL NULL NULL NULL 
SH2280149725145735168 上海 浦东 周浦 圣鑫苑 70 整租 南 3200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 14层 有 NULL 民水 民电 无 NULL 
SH2299755152363487232 上海 虹口 凉城 广苑小区 37 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2304818251290648576 上海 浦东 金杨 金杨新村三街坊 43 整租 南 3800元/月 NULL 1室 1厅 1卫 2019-08-15 NULL 需提前预约 中楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2296272675624468480 上海 闵行 莘庄 西湖苑 38 整租 南 2300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2299066213101477888 上海 浦东 外高桥 富特三村 80 整租 南 3800元/月 NULL 2室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2308632426374766592 上海 闵行 莘庄 地铁明珠苑 16 合租 南 1700元/月 (月付价) 5室 0厅 2卫 随时入住 1年 随时可 4 6层 无 租用车位 民水 民电 无 自采暖 
SH2288136971890982912 上海 浦东 曹路 中虹家园 69 整租 南 3000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 有 NULL 民水 民电 有 自采暖 
SH2302228101906055168 上海 黄浦 打浦桥 康瞿小区 68 整租 南/北 7500元/月 (季付价) 2室 1厅 1卫 随时入住 1年 随时可 8 18层 有 NULL 民水 民电 有 NULL 
SH2302878919440728064 上海 松江 泗泾 兰花清苑 72 整租 南 2200元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 14层 有 NULL 民水 民电 无 NULL 
SH2298339293586006016 上海 青浦 徐泾 明珠家园(青浦) 20 整租 西 1100元/月 (季付价) 1室 0厅 1卫 随时入住 1年 随时可 3 4层 NULL NULL NULL NULL NULL NULL 
SH2296127854359871488 上海 闸北 彭浦 彭浦新村 73 整租 南/北 4500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2295537197966958592 上海 静安 南京西路 恒丰大楼(静安) 83 整租 南西 7500元/月 (季付价) 2室 2厅 1卫 随时入住 2年以内 需提前预约 高楼层 33层 有 NULL 民水 民电 有 自采暖 
SH2297844713866674176 上海 浦东 唐镇 毕加索小镇(一期)(别墅) 25 整租 南 3000元/月 (季付价) 1室 0厅 1卫 随时入住 1年以内 需提前预约 低楼层 3层 无 NULL 民水 民电 有 自采暖 
SH2309949694874222592 上海 闵行 浦江 前滩禧悦 27 整租 东/东南/南/西南/西 1650元/月 (月付价) 1室 1厅 1卫 随时入住 6个月以上 随时可 14 14层 无 NULL 商水 商电 NULL NULL 
SH2309882453478875136 上海 杨浦 控江路 延吉东路555弄 27 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 有 NULL 
SH2271760217878839296 上海 浦东 祝桥 朝农新村 48 整租 南 3000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 3层 无 NULL 民水 民电 无 NULL 
SH2314470822892273664 上海 普陀 长征 祥和家园 15 合租 南 2500元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 5 6层 无 租用车位 民水 民电 有 NULL 
SH2162265897250078720 上海 虹口 曲阳 密云路471弄 40 整租 南 3700元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305525776000761856 上海 嘉定 安亭 水仙小区 40 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2302843274005848064 上海 浦东 北蔡 大华锦绣华城(一街区) 16 合租 南 1500元/月 (月付价) 3室 1厅 3卫 随时入住 1~2年 随时可 4 6层 无 NULL 民水 民电 无 NULL 
SH2278233682580086784 上海 闵行 浦江 滨浦新苑一村 20 合租 南 1100元/月 (月付价) 3室 1厅 2卫 随时入住 1年 随时可 7 15层 有 NULL 民水 民电 无 NULL 
SH2162269863433732096 上海 青浦 朱家角 海上湾闻涧 115 整租 南/北 1500元/月 NULL 3室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2303397594111680512 上海 徐汇 徐家汇 嘉汇广场 26 合租 南 3280元/月 (月付价) 4室 0厅 4卫 随时入住 1年 随时可 10 33层 有 租用车位 民水 民电 有 自采暖 
SH2313737967983927296 上海 徐汇 植物园 中恒苑 56 整租 南 4900元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314272427515060224 上海 静安 江宁路 内外联公寓 20 整租 西 3800元/月 (月付价) 1室 0厅 1卫 随时入住 2~24个月 随时可 10 20层 NULL 租用车位 NULL NULL NULL 自采暖 
SH2305780275101040640 上海 浦东 世博 浦虹苑 12 合租 南 1500元/月 (月付价) 3室 0厅 3卫 随时入住 1年 随时可 8 11层 有 租用车位 民水 民电 无 NULL 
SH2275116381215670272 上海 黄浦 淮海中路 南昌路100弄 40 整租 南 8000元/月 (双月付价) 1室 1厅 1卫 随时入住 1~3年 需提前预约 2 2层 NULL NULL NULL NULL NULL NULL 
SH2134512298025828352 上海 浦东 惠南 长城珑湾 57 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 12层 有 NULL 商水 商电 无 NULL 
SH2261549838489624576 上海 普陀 中远两湾城 中远两湾城 20 合租 南 2200元/月 (月付价) 3室 1厅 1卫 随时入住 3~12个月 随时可 5 32层 有 NULL 民水 民电 无 NULL 
SH2304214517301133312 上海 浦东 惠南 荡湾新村 60 整租 南 1600元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2162289452200755200 上海 浦东 惠南 荡湾新村 64 整租 南 1700元/月 (月付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2301956333094060032 上海 闵行 浦江 闵浦一村 35 整租 南 1500元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 需提前预约 3 11层 无 NULL 民水 民电 无 NULL 
SH2307162188185608192 上海 闵行 浦江 瑞和城叁街区(汇臻路815弄) 30 整租 南 1500元/月 (月付价) 1室 0厅 1卫 随时入住 6~12个月 随时可 16 18层 无 免费使用 NULL NULL NULL NULL 
SH2255040260788453376 上海 徐汇 上海南站 汇成二村 54 整租 南 4300元/月 (季付价) 2室 0厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2298369332394065920 上海 静安 曹家渡 姚西小区 30 整租 南/北 5000元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 低楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2289703904441024512 上海 青浦 徐泾 西郊家园(徐泾) 12 整租 南 1500元/月 (月付价) 1室 0厅 1卫 随时入住 3个月以上 随时可 1 3层 NULL NULL NULL NULL NULL NULL 
SH2307697296172916736 上海 浦东 北蔡 德圣苑 17 合租 南 1450元/月 (季付价) 3室 0厅 2卫 随时入住 1~2年 随时可 10 17层 有 租用车位 民水 民电 有 NULL 
SH2296278904366694400 上海 奉贤 南桥 金水和璟园 87 整租 南 1200元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 26层 无 NULL NULL NULL NULL NULL 
SH2305815092370866176 上海 黄浦 蓬莱公园 天柱山路小区 41 整租 南 5500元/月 (季付价) 1室 1厅 1卫 2019-08-09 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2301948559278751744 上海 闵行 浦江 浦江华侨城6期 36 整租 南 1800元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 需提前预约 3 11层 有 NULL 民水 民电 无 NULL 
SH2311334889087311872 上海 奉贤 南桥 悦达新都荟 42 整租 北 1500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 21层 无 NULL 商水 商电 无 NULL 
SH2280514156736561152 上海 徐汇 上海南站 汇成一村 52 整租 南 4200元/月 NULL 2室 1厅 1卫 随时入住 NULL 一般下班后可 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2313816827794292736 上海 长宁 西郊 馨兰小区 51 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2310155047746404352 上海 青浦 香花桥 都汇华庭 29 整租 南 1700元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 11层 有 NULL 民水 民电 无 自采暖 
SH2313719899861819392 上海 浦东 三林 华夏小区 37 整租 南 3200元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2286228036447903744 上海 长宁 北新泾 通协小区 25 整租 南 2780元/月 (月付价) 1室 0厅 1卫 随时入住 1年 随时可 2 4层 无 NULL 民水 民电 无 NULL 
SH2275919168568573952 上海 黄浦 世博滨江 紫荆新苑 91 整租 南 9000元/月 (季付价) 2室 2厅 1卫 随时入住 3年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2290514912847601664 上海 浦东 书院镇 丽泽菊清苑 82 整租 南/北 1800元/月 NULL 2室 2厅 2卫 随时入住 NULL 需提前预约 中楼层 12层 有 NULL 民水 民电 无 NULL 
SH2298376894271463424 上海 浦东 惠南 德盈佳园 60 整租 南/北 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2308902618883162112 上海 浦东 高行 新高苑(二期) 20 整租 东 1600元/月 (月付价) 1室 0厅 1卫 随时入住 1~3年 随时可 4 11层 有 NULL 民水 民电 有 NULL 
SH2301906121503547392 上海 闵行 浦江 水语人家北苑 38 整租 南 1500元/月 (月付价) 1室 0厅 1卫 随时入住 3~24个月 需提前预约 6 13层 有 NULL 民水 民电 无 NULL 
SH2311505803653693440 上海 徐汇 华东理工 陇南小区 48 整租 南 4000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 5层 无 NULL 民水 民电 无 NULL 
SH2305067067755200512 上海 静安 曹家渡 中行小区 58 整租 南 6500元/月 (季付价) 2室 1厅 1卫 2019-08-20 NULL 需提前预约 中楼层 4层 无 NULL 民水 民电 有 NULL 
SH2283801371965145088 上海 奉贤 青村 秋月朗庭尚东区 100 整租 南 1500元/月 NULL 3室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 7层 无 NULL 民水 民电 NULL NULL 
SH2227424141974446080 上海 普陀 桃浦 同进理想城 39 整租 南 2500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 9层 有 NULL 商水 商电 无 NULL 
SH2298327444962418688 上海 静安 曹家渡 姚西小区 30 整租 北 5200元/月 (季付价) 1室 1厅 1卫 2019-08-10 1年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2306355277873545216 上海 黄浦 蓬莱公园 独立时代 60 整租 南 8000元/月 (季付价) 1室 1厅 2卫 随时入住 2年以内 需提前预约 高楼层 24层 有 NULL 商水 商电 有 NULL 
SH2313486668407521280 上海 闸北 彭浦 彭新小区 47 整租 南 4500元/月 NULL 2室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2301429478213566464 上海 徐汇 华泾 盛华景苑 16 合租 北 1780元/月 (月付价) 3室 1厅 1卫 随时入住 6~12个月 随时可 10 26层 有 NULL 民水 民电 无 NULL 
SH2304742337550483456 上海 闵行 浦江 浦江瑞和城 15 合租 南 1050元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 10 18层 NULL NULL NULL NULL NULL NULL 
SH2289740022473031680 上海 浦东 惠南 长城珑湾 90 整租 南 2200元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 11层 无 NULL 民水 民电 无 NULL 
SH2307864855858135040 上海 黄浦 五里桥 局后小区 33 整租 南 5100元/月 (季付价) 1室 0厅 1卫 2019-08-15 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2312032491927502848 上海 浦东 金桥 沪南船舶小区 39 整租 南 3500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2310813799193780224 上海 徐汇 龙华 狮城花苑 43 整租 南 4500元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2231033568535257088 上海 黄浦 世博滨江 铁道路776弄 64 整租 南/北 7500元/月 (季付价) 3室 0厅 1卫 随时入住 2年以内 一般下班后可 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2313676348600107008 上海 闸北 闸北公园 北宝兴路10弄 42 整租 南 3600元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305525914085097472 上海 徐汇 徐家汇 嘉汇广场 30 合租 南 3200元/月 (月付价) 3室 1厅 3卫 随时入住 1年 随时可 22 31层 有 NULL 民水 民电 有 NULL 
SH2293490945221730304 上海 静安 曹家渡 华纺小区 37 整租 南 4500元/月 (季付价) 1室 0厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2251221274443653120 上海 闵行 浦江 新汇绿苑 19 合租 南 1000元/月 (月付价) 3室 1厅 2卫 随时入住 1年 随时可 7 18层 有 NULL 民水 民电 无 NULL 
SH2313835933713039360 上海 徐汇 万体馆 漕溪三村 40 整租 南 5200元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2310657110423650304 上海 浦东 惠南 荡湾新村 53 整租 南 1800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2308959421663027200 上海 长宁 北新泾 北翟路1440号 31 整租 南 2780元/月 (月付价) 1室 0厅 1卫 随时入住 1~2年 随时可 3 3层 NULL NULL NULL NULL NULL NULL 
SH2158346017123614720 上海 青浦 盈浦 北极星广场 47 整租 南 1800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 13层 无 NULL 商水 商电 无 NULL 
SH2283909421162053632 上海 徐汇 漕河泾 华悦家园 28 合租 南 2750元/月 (月付价) 3室 1厅 2卫 随时入住 3~12个月 随时可 26 34层 有 NULL 民水 民电 有 NULL 
SH2270333827581231104 上海 徐汇 长桥 长桥一村 42 整租 南/北 3500元/月 (季付价) 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2307011007987318784 上海 浦东 北蔡 大华锦绣华城(四街区) 15 合租 南 1300元/月 (月付价) 1室 1厅 1卫 随时入住 1年以上 随时可 7 7层 NULL NULL NULL NULL NULL NULL 
SH2312030804576321536 上海 静安 曹家渡 万春小区 39 整租 南 6200元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2269274189892419584 上海 浦东 惠南 惠康苑西苑 80 整租 南 1000元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 14层 有 NULL 民水 民电 有 自采暖 
SH2294640594502828032 上海 闵行 古美 晶杰苑 13 合租 南 1700元/月 (月付价) 3室 1厅 3卫 随时入住 1年 随时可 20 30层 NULL NULL NULL NULL NULL NULL 
SH2145654141223960576 上海 浦东 新场 上海檀香湾 112 整租 南/北 2000元/月 NULL 2室 2厅 2卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2298491972760895488 上海 黄浦 打浦桥 东晖花苑 82 整租 北 8600元/月 (季付价) 1室 2厅 1卫 随时入住 3年以上 需提前预约 高楼层 29层 有 NULL 民水 民电 有 NULL 
SH2302009472190513152 上海 闵行 浦江 浦江世博家园四街坊 18 合租 南 1200元/月 (月付价) 2室 1厅 1卫 随时入住 3~24个月 需提前预约 3 5层 无 NULL 民水 民电 无 NULL 
SH2298323565927202816 上海 徐汇 龙华 丰三小区 43 整租 南 4500元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 自采暖 
SH2171540146565431296 上海 青浦 朱家角 翠苑(公寓) 88 整租 南 1700元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 有 NULL 民水 民电 无 NULL 
SH2309196528545439744 上海 徐汇 华东理工 梅陇九村 62 整租 南 4200元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305015580803211264 上海 徐汇 华泾 华建一街坊 38 整租 南 3300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2280384837217165312 上海 静安 曹家渡 金家巷西弄 55 整租 南 6000元/月 (季付价) 1室 1厅 1卫 随时入住 3年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
